CustomerID,CategoryID
5,4
7,4
8,0
9,3
11,4
13,10
14,3
15,7
18,7
18,2
18,9
28,10
33,0
39,3
42,9
56,0
84,8
92,2
92,10
97,6
100,7
105,5
105,6
106,3
111,0
111,3
113,7
119,0
119,1
127,3
127,2
133,1
134,6
135,1
136,0
141,9
142,10
144,2
154,5
159,10
170,0
173,0
176,5
182,1
183,8
190,5
192,3
205,6
218,5
219,4
223,3
228,1
228,5
237,7
239,1
245,5
250,3
251,6
261,10
262,2
264,8
269,10
274,2
275,0
279,0
281,5
282,5
291,7
292,0
292,3
295,0
297,4
330,4
331,6
333,9
335,10
338,0
339,6
342,6
346,10
349,10
353,6
357,2
380,6
389,7
390,7
392,3
395,0
397,5
399,6
402,5
402,1
402,6
403,5
403,8
406,7
406,4
407,3
425,4
432,1
434,10
434,1
440,9
444,7
450,5
452,10
453,7
460,2
466,8
475,10
481,4
482,10
483,2
484,6
486,2
487,9
490,7
491,9
496,6
498,0
505,3
516,3
518,10
520,0
521,1
523,3
527,5
527,4
536,2
541,3
543,10
549,1
557,9
564,5
567,5
573,4
576,8
579,2
580,9
582,4
582,0
584,8
599,10
599,7
601,9
606,3
613,7
617,9
629,1
632,1
634,2
636,2
644,8
644,2
647,0
652,10
657,1
658,4
663,10
672,10
673,7
678,4
680,3
686,2
690,1
690,7
693,4
696,4
696,5
698,10
699,10
702,5
705,10
710,4
715,8
719,0
725,8
726,8
728,8
729,0
738,10
741,10
744,2
751,3
753,7
756,1
757,6
757,8
765,9
766,9
771,2
773,0
775,4
781,7
789,8
796,9
797,1
799,9
805,4
812,8
816,2
818,10
820,5
823,2
825,5
837,3
840,9
842,2
850,0
851,8
851,4
852,10
853,1
855,0
863,10
864,10
866,4
870,5
875,7
880,0
884,1
892,6
893,3
901,0
904,10
906,0
907,8
907,7
909,1
910,5
911,10
914,1
918,3
920,6
923,8
932,7
934,8
936,9
937,7
941,7
953,9
963,5
963,1
972,8
975,8
978,3
981,9
986,6
994,8
999,2
1000,6
1006,9
1016,3
1030,0
1040,2
1043,10
1045,3
1054,10
1055,7
1067,1
1068,4
1073,9
1074,0
1077,1
1083,3
1084,5
1085,6
1086,3
1093,8
1099,5
1099,7
1120,4
1120,3
1121,3
1127,1
1128,3
1136,3
1141,6
1148,5
1153,3
1157,4
1157,1
1162,6
1163,2
1163,1
1166,3
1167,5
1171,1
1175,5
1177,0
1178,0
1179,8
1179,4
1182,7
1187,5
1188,3
1192,9
1203,5
1205,5
1206,7
1207,5
1208,2
1213,9
1226,2
1227,4
1228,8
1231,4
1239,7
1243,5
1244,1
1245,8
1246,3
1251,10
1253,0
1267,7
1267,5
1271,2
1280,8
1283,9
1287,3
1295,1
1300,2
1305,3
1307,10
1308,0
1308,1
1315,3
1316,3
1322,0
1323,1
1329,9
1330,9
1330,7
1333,7
1339,2
1340,9
1340,6
1344,6
1347,6
1360,3
1368,3
1371,2
1385,8
1394,9
1397,7
1409,0
1409,1
1415,7
1426,10
1429,9
1430,4
1432,5
1436,3
1436,7
1439,10
1442,5
1446,9
1449,4
1449,10
1453,0
1466,4
1471,9
1474,2
1474,4
1481,1
1486,5
1495,6
1500,4
1501,6
1521,2
1525,0
1526,0
1528,2
1531,5
1532,5
1539,1
1542,1
1551,10
1556,0
1557,0
1558,9
1559,8
1566,1
1570,4
1574,3
1576,6
1579,3
1579,7
1580,10
1582,8
1585,7
1586,5
1586,0
1592,8
1593,10
1605,0
1607,5
1608,0
1612,7
1613,6
1621,5
1624,8
1630,6
1642,6
1652,4
1659,6
1665,4
1670,5
1675,9
1677,10
1682,9
1689,8
1691,5
1694,1
1697,8
1698,4
1700,5
1702,7
1713,3
1715,5
1723,2
1725,7
1727,0
1731,0
1744,5
1753,0
1756,10
1759,2
1762,6
1766,9
1766,8
1771,2
1773,6
1774,10
1778,5
1787,3
1791,3
1795,6
1800,4
1805,8
1810,1
1811,10
1813,2
1814,3
1818,6
1821,9
1827,1
1831,3
1834,9
1835,10
1836,10
1838,6
1843,3
1847,6
1854,5
1856,6
1872,2
1882,0
1887,9
1889,4
1889,7
1892,4
1899,10
1900,6
1905,3
1906,6
1912,1
1914,2
1923,4
1925,8
1931,7
1937,6
1938,8
1941,9
1945,3
1953,2
1953,8
1954,5
1955,10
1959,0
1967,3
1967,10
1971,6
1976,4
1979,2
1986,1
1987,9
1989,7
1994,5
1996,2
1998,9
2001,4
2005,10
2011,8
2013,9
2015,9
2021,4
2023,9
2024,4
2024,9
2025,9
2025,7
2025,6
2026,4
2028,5
2034,1
2038,10
2038,2
2039,8
2046,6
2047,1
2054,6
2056,10
2068,9
2068,2
2071,9
2072,4
2089,7
2091,10
2092,8
2094,2
2097,6
2098,0
2099,10
2106,8
2107,4
2110,2
2115,9
2124,7
2130,4
2133,0
2135,5
2137,3
2141,6
2151,5
2151,0
2155,1
2155,10
2156,4
2156,1
2178,8
2180,0
2183,5
2185,4
2197,10
2198,1
2204,3
2209,4
2210,0
2215,5
2215,6
2220,2
2228,5
2234,0
2242,4
2243,10
2243,0
2249,10
2249,6
2253,10
2257,5
2266,9
2267,3
2268,4
2272,4
2289,3
2301,8
2310,1
2312,1
2314,6
2326,2
2326,5
2327,1
2328,9
2333,2
2335,10
2344,9
2354,7
2361,10
2366,2
2371,1
2372,7
2381,8
2383,10
2384,2
2389,8
2397,1
2398,1
2402,6
2405,10
2407,6
2430,3
2435,3
2437,9
2438,5
2442,9
2452,8
2457,6
2463,6
2465,6
2466,1
2467,6
2468,3
2468,7
2473,3
2474,0
2477,7
2483,9
2484,10
2488,0
2488,4
2490,10
2495,1
2499,5
2507,4
2512,1
2513,1
2519,8
2522,6
2523,3
2532,0
2540,5
2542,4
2543,8
2545,5
2547,5
2552,6
2555,6
2560,8
2565,4
2565,6
2572,7
2573,0
2577,9
2578,0
2587,3
2603,10
2606,2
2614,10
2617,3
2619,7
2620,2
2620,7
2631,8
2631,6
2644,7
2645,0
2651,2
2651,9
2652,0
2665,1
2673,6
2674,5
2678,1
2678,6
2682,7
2690,9
2699,9
2704,1
2706,2
2707,6
2717,4
2718,5
2721,4
2722,3
2726,1
2735,0
2739,6
2743,1
2745,2
2745,0
2750,10
2755,4
2756,4
2762,5
2763,0
2763,9
2767,5
2769,9
2775,10
2778,6
2783,2
2785,1
2792,7
2797,9
2797,3
2807,6
2813,10
2817,6
2834,4
2844,7
2848,6
2850,2
2853,2
2855,10
2857,7
2867,8
2870,6
2870,8
2879,10
2889,8
2892,10
2897,4
2897,7
2898,7
2899,2
2914,1
2916,4
2920,10
2925,6
2926,8
2927,1
2931,2
2934,2
2942,3
2944,4
2944,9
2949,1
2957,4
2963,7
2963,10
2977,10
2986,5
2990,3
2998,3
2998,5
3004,9
3004,0
3007,9
3008,3
3010,5
3013,10
3013,9
3015,0
3018,3
3020,2
3031,3
3033,4
3036,7
3036,5
3039,9
3042,9
3055,3
3057,7
3058,4
3062,4
3063,8
3065,9
3065,0
3065,5
3065,7
3069,6
3075,9
3077,9
3080,8
3102,9
3108,0
3111,0
3114,5
3117,4
3119,3
3123,9
3126,6
3131,3
3134,2
3142,3
3144,2
3146,6
3147,5
3151,8
3153,4
3154,4
3155,2
3162,0
3174,9
3177,9
3178,4
3179,9
3180,9
3186,10
3190,7
3190,5
3195,10
3213,5
3225,3
3232,4
3237,0
3249,3
3260,7
3261,3
3270,9
3271,7
3272,1
3274,8
3277,0
3290,6
3300,2
3300,3
3308,10
3308,8
3310,3
3318,7
3320,3
3325,1
3330,2
3331,5
3337,6
3338,2
3341,7
3354,0
3355,10
3356,9
3358,4
3364,1
3370,0
3372,1
3373,2
3374,7
3376,0
3378,8
3386,3
3389,0
3399,8
3402,9
3402,8
3407,8
3407,2
3411,9
3411,2
3412,6
3415,4
3416,9
3417,1
3417,5
3419,1
3422,7
3424,0
3432,3
3433,8
3437,7
3438,9
3447,6
3456,5
3459,9
3459,10
3463,6
3463,7
3464,6
3465,4
3472,6
3474,4
3477,7
3487,1
3489,10
3499,2
3505,1
3506,1
3513,1
3513,4
3514,8
3515,2
3516,2
3518,2
3523,9
3524,6
3531,8
3531,4
3532,2
3536,7
3538,5
3538,8
3546,10
3549,3
3553,1
3557,8
3558,8
3560,4
3561,0
3563,9
3579,2
3589,6
3589,7
3597,8
3599,1
3607,9
3612,7
3614,6
3614,9
3615,9
3616,6
3637,10
3637,6
3644,1
3647,3
3648,9
3650,4
3657,9
3660,10
3664,5
3666,7
3667,8
3668,6
3674,2
3678,2
3680,0
3680,6
3681,7
3689,3
3690,0
3707,3
3707,1
3710,9
3711,3
3720,8
3725,6
3730,0
3732,6
3737,10
3740,0
3740,9
3741,4
3746,9
3748,7
3749,4
3755,6
3773,3
3774,8
3776,4
3778,8
3780,10
3785,0
3785,8
3795,7
3796,7
3800,1
3805,0
3808,0
3809,4
3813,10
3824,1
3826,6
3827,8
3828,6
3828,4
3829,5
3832,3
3839,3
3840,9
3842,4
3843,2
3847,8
3856,3
3864,0
3864,7
3865,6
3873,6
3875,3
3877,8
3885,7
3887,5
3890,6
3892,8
3894,7
3896,1
3905,10
3907,6
3908,6
3908,4
3916,10
3917,2
3940,2
3940,1
3942,3
3956,10
3961,0
3963,7
3966,6
3975,4
3984,5
3989,5
3996,1
4003,2
4007,7
4010,9
4010,1
4013,9
4015,2
4018,7
4019,4
4024,0
4032,6
4033,1
4034,3
4034,9
4041,10
4050,7
4059,7
4063,6
4064,10
4070,0
4072,4
4081,3
4082,2
4083,2
4085,8
4099,10
4100,10
4101,4
4103,7
4107,0
4117,3
4119,10
4127,3
4134,7
4137,6
4144,1
4148,4
4149,8
4156,7
4159,7
4161,8
4163,4
4165,9
4167,9
4171,3
4172,3
4175,4
4178,10
4193,6
4196,0
4198,9
4198,6
4200,1
4205,3
4205,10
4205,5
4207,1
4207,9
4207,2
4210,3
4218,1
4220,2
4222,7
4226,9
4226,10
4236,6
4241,2
4244,7
4247,5
4254,5
4255,5
4256,9
4258,8
4258,6
4273,10
4274,7
4286,6
4286,2
4293,10
4298,9
4306,4
4307,9
4310,10
4311,10
4313,7
4319,1
4323,1
4323,2
4335,0
4335,10
4335,5
4337,3
4346,5
4348,9
4351,2
4351,7
4351,1
4365,8
4369,4
4369,6
4369,3
4387,5
4387,6
4392,9
4398,10
4415,0
4423,9
4424,7
4428,3
4431,2
4435,6
4436,4
4451,1
4455,3
4457,2
4460,1
4461,5
4463,2
4472,10
4473,6
4476,8
4481,2
4482,9
4484,7
4487,7
4491,7
4498,4
4502,2
4508,4
4526,8
4528,10
4534,3
4540,9
4541,6
4550,0
4564,5
4564,8
4568,5
4569,9
4572,6
4573,8
4575,9
4576,8
4586,4
4589,7
4592,9
4594,6
4594,0
4597,5
4598,5
4606,5
4611,3
4612,9
4618,4
4622,5
4622,8
4625,6
4627,7
4630,9
4635,7
4635,5
4641,4
4643,8
4646,3
4646,1
4652,7
4652,1
4652,8
